"InsuranProviderID","Insurance Provider"
"15566607","Medicare"
"15568081","Aetna"
"15569555","Cigna"
"15571029","Cigna"
"15572503","Aetna"
"15573977","UnitedHealthcare"
"15575451","Blue Cross"
"15576925","Cigna"
"15578399","Blue Cross"
"15579873","Blue Cross"
"15581347","Blue Cross"
"15582821","Medicare"
"15584295","UnitedHealthcare"
"15585769","Cigna"
"15587243","UnitedHealthcare"
"15588717","Blue Cross"
"15590191","UnitedHealthcare"
"15591665","Cigna"
"15593139","Aetna"
"15594613","Blue Cross"
"15596087","Blue Cross"
"15597561","Medicare"
"15599035","Cigna"
"15600509","Medicare"
"15601983","Medicare"
"15603457","Cigna"
"15604931","Cigna"
"15606405","Aetna"
"15607879","Aetna"
"15609353","Blue Cross"
"15610827","Blue Cross"
"15612301","Blue Cross"
"15613775","Cigna"
"15615249","Medicare"
"15616723","Blue Cross"
"15618197","Medicare"
"15619671","Blue Cross"
"15621145","Blue Cross"
"15622619","UnitedHealthcare"
"15624093","Aetna"
"15625567","Aetna"
"15627041","Medicare"
"15628515","Blue Cross"
"15629989","Medicare"
"15631463","Aetna"
"15632937","Aetna"
"15634411","Cigna"
"15635885","Aetna"
"15637359","UnitedHealthcare"
"15638833","Medicare"
"15640307","Blue Cross"
"15641781","UnitedHealthcare"
"15643255","Blue Cross"
"15644729","Medicare"
"15646203","Blue Cross"
"15647677","Cigna"
"15649151","UnitedHealthcare"
"15650625","Cigna"
"15652099","Medicare"
"15653573","Aetna"
"15655047","Medicare"
"15656521","Medicare"
"15657995","UnitedHealthcare"
"15659469","Medicare"
"15660943","Cigna"
"15662417","Blue Cross"
"15663891","UnitedHealthcare"
"15665365","Blue Cross"
"15666839","UnitedHealthcare"
"15668313","UnitedHealthcare"
"15669787","Medicare"
"15671261","Blue Cross"
"15672735","UnitedHealthcare"
"15674209","Aetna"
"15675683","Aetna"
"15677157","Blue Cross"
"15678631","Cigna"
"15680105","Medicare"
"15681579","UnitedHealthcare"
"15683053","Blue Cross"
"15684527","Aetna"
"15686001","UnitedHealthcare"
"15687475","UnitedHealthcare"
"15688949","Aetna"
"15690423","UnitedHealthcare"
"15691897","Medicare"
"15693371","Medicare"
"15694845","Medicare"
"15696319","UnitedHealthcare"
"15697793","Medicare"
"15699267","UnitedHealthcare"
"15700741","Cigna"
"15702215","Medicare"
"15703689","UnitedHealthcare"
"15705163","UnitedHealthcare"
"15706637","Medicare"
"15708111","Cigna"
"15709585","UnitedHealthcare"
"15711059","Aetna"
"15712533","Cigna"
"15714007","Medicare"
"15715481","Aetna"
"15716955","Cigna"
"15718429","UnitedHealthcare"
"15719903","Medicare"
"15721377","Aetna"
"15722851","Aetna"
"15724325","Medicare"
"15725799","Cigna"
"15727273","Medicare"
"15728747","Aetna"
"15730221","Cigna"
"15731695","Aetna"
"15733169","Blue Cross"
"15734643","UnitedHealthcare"
"15736117","UnitedHealthcare"
"15737591","Medicare"
"15739065","Medicare"
"15740539","UnitedHealthcare"
"15742013","Cigna"
"15743487","Aetna"
"15744961","Medicare"
"15746435","Blue Cross"
"15747909","UnitedHealthcare"
"15749383","Blue Cross"
"15750857","Cigna"
"15752331","UnitedHealthcare"
"15753805","Blue Cross"
"15755279","Medicare"
"15756753","Blue Cross"
"15758227","Aetna"
"15759701","UnitedHealthcare"
"15761175","UnitedHealthcare"
"15762649","Medicare"
"15764123","UnitedHealthcare"
"15765597","Aetna"
"15767071","Aetna"
"15768545","Cigna"
"15770019","Cigna"
"15771493","Aetna"
"15772967","Medicare"
"15774441","Cigna"
"15775915","Cigna"
"15777389","Blue Cross"
"15778863","UnitedHealthcare"
"15780337","Cigna"
"15781811","Blue Cross"
"15783285","Blue Cross"
"15784759","Medicare"
"15786233","Blue Cross"
"15787707","UnitedHealthcare"
"15789181","Medicare"
"15790655","Cigna"
"15792129","Cigna"
"15793603","Aetna"
"15795077","Medicare"
"15796551","Cigna"
"15798025","Cigna"
"15799499","Aetna"
"15800973","Medicare"
"15802447","UnitedHealthcare"
"15803921","Cigna"
"15805395","Medicare"
"15806869","Medicare"
"15808343","Cigna"
"15809817","Cigna"
"15811291","Cigna"
"15812765","Cigna"
"15814239","Medicare"
"15815713","Blue Cross"
"15817187","Blue Cross"
"15818661","Aetna"
"15820135","Cigna"
"15821609","Blue Cross"
"15823083","Cigna"
"15824557","Cigna"
"15826031","Aetna"
"15827505","Medicare"
"15828979","Blue Cross"
"15830453","UnitedHealthcare"
"15831927","Cigna"
"15833401","UnitedHealthcare"
"15834875","Cigna"
"15836349","UnitedHealthcare"
"15837823","Medicare"
"15839297","Aetna"
"15840771","Aetna"
"15842245","Aetna"
"15843719","Aetna"
"15845193","UnitedHealthcare"
"15846667","UnitedHealthcare"
"15848141","Medicare"
"15849615","UnitedHealthcare"
"15851089","Cigna"
"15852563","Medicare"
"15854037","UnitedHealthcare"
"15855511","Cigna"
"15856985","Blue Cross"
"15858459","UnitedHealthcare"
"15859933","Blue Cross"
"15861407","Cigna"
"15862881","UnitedHealthcare"
"15864355","Aetna"
"15865829","Cigna"
"15867303","Cigna"
"15868777","UnitedHealthcare"
"15870251","Medicare"
"15871725","Medicare"
"15873199","UnitedHealthcare"
"15874673","Aetna"
"15876147","Blue Cross"
"15877621","Blue Cross"
"15879095","Cigna"
"15880569","UnitedHealthcare"
"15882043","Medicare"
"15883517","UnitedHealthcare"
"15884991","UnitedHealthcare"
"15886465","Medicare"
"15887939","Cigna"
"15889413","Medicare"
"15890887","UnitedHealthcare"
"15892361","Cigna"
"15893835","Blue Cross"
"15895309","Blue Cross"
"15896783","Medicare"
"15898257","Aetna"
"15899731","Medicare"
"15901205","Cigna"
"15902679","Cigna"
"15904153","Medicare"
"15905627","UnitedHealthcare"
"15907101","Medicare"
"15908575","UnitedHealthcare"
"15910049","Medicare"
"15911523","Cigna"
"15912997","Aetna"
"15914471","Aetna"
"15915945","Blue Cross"
"15917419","Aetna"
"15918893","Medicare"
"15920367","Aetna"
"15921841","Cigna"
"15923315","Blue Cross"
"15924789","Blue Cross"
"15926263","Blue Cross"
"15927737","Medicare"
"15929211","Cigna"
"15930685","UnitedHealthcare"
"15932159","Blue Cross"
"15933633","Aetna"
"15935107","Cigna"
"15936581","UnitedHealthcare"
"15938055","UnitedHealthcare"
"15939529","Aetna"
"15941003","UnitedHealthcare"
"15942477","Aetna"
"15943951","Aetna"
"15945425","Blue Cross"
"15946899","Cigna"
"15948373","Cigna"
"15949847","Blue Cross"
"15951321","Cigna"
"15952795","Medicare"
"15954269","Cigna"
"15955743","Medicare"
"15957217","Medicare"
"15958691","Cigna"
"15960165","Medicare"
"15961639","Cigna"
"15963113","Aetna"
"15964587","Medicare"
"15966061","UnitedHealthcare"
"15967535","Blue Cross"
"15969009","Aetna"
"15970483","Cigna"
"15971957","Medicare"
"15973431","Blue Cross"
"15974905","Cigna"
"15976379","UnitedHealthcare"
"15977853","Blue Cross"
"15979327","Medicare"
"15980801","Cigna"
"15982275","Blue Cross"
"15983749","Aetna"
"15985223","Aetna"
"15986697","Aetna"
"15988171","Blue Cross"
"15989645","Medicare"
"15991119","Medicare"
"15992593","Cigna"
"15994067","Blue Cross"
"15995541","Aetna"
"15997015","Aetna"
"15998489","UnitedHealthcare"
"15999963","Aetna"
"16001437","Blue Cross"
"16002911","Blue Cross"
"16004385","Medicare"
"16005859","UnitedHealthcare"
"16007333","Blue Cross"
"16008807","Blue Cross"
"16010281","UnitedHealthcare"
"16011755","Cigna"
"16013229","Cigna"
"16014703","Cigna"
"16016177","Cigna"
"16017651","Cigna"
"16019125","Aetna"
"16020599","Aetna"
"16022073","Blue Cross"
"16023547","Cigna"
"16025021","UnitedHealthcare"
"16026495","Cigna"
"16027969","Aetna"
"16029443","Cigna"
"16030917","UnitedHealthcare"
"16032391","Medicare"
"16033865","Blue Cross"
"16035339","Medicare"
"16036813","Aetna"
"16038287","Medicare"
"16039761","Aetna"
"16041235","Cigna"
"16042709","Cigna"
"16044183","Aetna"
"16045657","Aetna"
"16047131","Aetna"
"16048605","Blue Cross"
"16050079","Aetna"
"16051553","Cigna"
"16053027","Cigna"
"16054501","Blue Cross"
"16055975","Blue Cross"
"16057449","Cigna"
"16058923","Medicare"
"16060397","Medicare"
"16061871","UnitedHealthcare"
"16063345","UnitedHealthcare"
"16064819","Cigna"
"16066293","Cigna"
"16067767","UnitedHealthcare"
"16069241","Cigna"
"16070715","Medicare"
"16072189","Cigna"
"16073663","UnitedHealthcare"
"16075137","UnitedHealthcare"
"16076611","UnitedHealthcare"
"16078085","Medicare"
"16079559","Aetna"
"16081033","Blue Cross"
"16082507","Cigna"
"16083981","UnitedHealthcare"
"16085455","Aetna"
"16086929","Aetna"
"16088403","Medicare"
"16089877","Medicare"
"16091351","UnitedHealthcare"
"16092825","Aetna"
"16094299","Medicare"
"16095773","Aetna"
"16097247","Cigna"
"16098721","UnitedHealthcare"
"16100195","Medicare"
"16101669","Cigna"
"16103143","UnitedHealthcare"
"16104617","Cigna"
"16106091","Cigna"
"16107565","UnitedHealthcare"
"16109039","Medicare"
"16110513","UnitedHealthcare"
"16111987","Cigna"
"16113461","UnitedHealthcare"
"16114935","Cigna"
"16116409","Aetna"
"16117883","UnitedHealthcare"
"16119357","Aetna"
"16120831","UnitedHealthcare"
"16122305","Medicare"
"16123779","Aetna"
"16125253","Medicare"
"16126727","Cigna"
"16128201","Aetna"
"16129675","Medicare"
"16131149","UnitedHealthcare"
"16132623","Medicare"
"16134097","Aetna"
"16135571","UnitedHealthcare"
"16137045","Medicare"
"16138519","UnitedHealthcare"
"16139993","Blue Cross"
"16141467","Aetna"
"16142941","UnitedHealthcare"
"16144415","Medicare"
"16145889","Aetna"
"16147363","Blue Cross"
"16148837","UnitedHealthcare"
"16150311","UnitedHealthcare"
"16151785","Cigna"
"16153259","Cigna"
"16154733","UnitedHealthcare"
"16156207","Cigna"
"16157681","Medicare"
"16159155","Aetna"
"16160629","Cigna"
"16162103","UnitedHealthcare"
"16163577","Blue Cross"
"16165051","Cigna"
"16166525","Medicare"
"16167999","Blue Cross"
"16169473","Medicare"
"16170947","Blue Cross"
"16172421","Cigna"
"16173895","Medicare"
"16175369","UnitedHealthcare"
"16176843","UnitedHealthcare"
"16178317","Medicare"
"16179791","Medicare"
"16181265","Cigna"
"16182739","Aetna"
"16184213","Aetna"
"16185687","UnitedHealthcare"
"16187161","Cigna"
"16188635","Aetna"
"16190109","Cigna"
"16191583","Medicare"
"16193057","Aetna"
"16194531","Cigna"
"16196005","Medicare"
"16197479","UnitedHealthcare"
"16198953","UnitedHealthcare"
"16200427","UnitedHealthcare"
"16201901","UnitedHealthcare"
"16203375","UnitedHealthcare"
"16204849","UnitedHealthcare"
"16206323","Cigna"
"16207797","Medicare"
"16209271","Cigna"
"16210745","Medicare"
"16212219","Aetna"
"16213693","Blue Cross"
"16215167","Aetna"
"16216641","Medicare"
"16218115","Cigna"
"16219589","Medicare"
"16221063","Cigna"
"16222537","UnitedHealthcare"
"16224011","UnitedHealthcare"
"16225485","Blue Cross"
"16226959","Blue Cross"
"16228433","Blue Cross"
"16229907","Aetna"
"16231381","Aetna"
"16232855","Cigna"
"16234329","UnitedHealthcare"
"16235803","UnitedHealthcare"
"16237277","UnitedHealthcare"
"16238751","Cigna"
"16240225","Aetna"
"16241699","UnitedHealthcare"
"16243173","UnitedHealthcare"
"16244647","Cigna"
"16246121","Cigna"
"16247595","Cigna"
"16249069","UnitedHealthcare"
"16250543","Medicare"
"16252017","Cigna"
"16253491","Medicare"
"16254965","Blue Cross"
"16256439","Medicare"
"16257913","Cigna"
"16259387","UnitedHealthcare"
"16260861","Blue Cross"
"16262335","Cigna"
"16263809","Cigna"
"16265283","Blue Cross"
"16266757","Medicare"
"16268231","Cigna"
"16269705","UnitedHealthcare"
"16271179","UnitedHealthcare"
"16272653","Aetna"
"16274127","UnitedHealthcare"
"16275601","Aetna"
"16277075","UnitedHealthcare"
"16278549","Blue Cross"
"16280023","UnitedHealthcare"
"16281497","UnitedHealthcare"
"16282971","Medicare"
"16284445","Aetna"
"16285919","UnitedHealthcare"
"16287393","Blue Cross"
"16288867","Blue Cross"
"16290341","Aetna"
"16291815","Medicare"
"16293289","Medicare"
"16294763","Blue Cross"
"16296237","Cigna"
"16297711","Aetna"
"16299185","Aetna"
"16300659","Blue Cross"
"16302133","Medicare"
"16303607","Aetna"
"16305081","UnitedHealthcare"
"16306555","Blue Cross"
"16308029","Cigna"
"16309503","UnitedHealthcare"
"16310977","Medicare"
"16312451","Aetna"
"16313925","Cigna"
"16315399","Aetna"
"16316873","Blue Cross"
"16318347","Aetna"
"16319821","Medicare"
"16321295","Cigna"
"16322769","UnitedHealthcare"
"16324243","UnitedHealthcare"
"16325717","Aetna"
"16327191","Blue Cross"
"16328665","Blue Cross"
"16330139","UnitedHealthcare"
"16331613","Cigna"
"16333087","Medicare"
"16334561","Aetna"
"16336035","UnitedHealthcare"
"16337509","Medicare"
"16338983","UnitedHealthcare"
"16340457","Cigna"
"16341931","Blue Cross"
"16343405","Blue Cross"
"16344879","Medicare"
"16346353","Medicare"
"16347827","Blue Cross"
"16349301","Cigna"
"16350775","Blue Cross"
"16352249","UnitedHealthcare"
"16353723","Medicare"
"16355197","Medicare"
"16356671","Aetna"
"16358145","Medicare"
"16359619","Blue Cross"
"16361093","UnitedHealthcare"
"16362567","Medicare"
"16364041","Cigna"
"16365515","Aetna"
"16366989","Cigna"
"16368463","UnitedHealthcare"
"16369937","UnitedHealthcare"
"16371411","UnitedHealthcare"
"16372885","UnitedHealthcare"
"16374359","Aetna"
"16375833","Blue Cross"
"16377307","Cigna"
"16378781","Aetna"
"16380255","Blue Cross"
"16381729","Aetna"
"16383203","Blue Cross"
"16384677","Aetna"
"16386151","UnitedHealthcare"
"16387625","Blue Cross"
"16389099","Aetna"
"16390573","UnitedHealthcare"
"16392047","Blue Cross"
"16393521","UnitedHealthcare"
"16394995","Aetna"
"16396469","UnitedHealthcare"
"16397943","UnitedHealthcare"
"16399417","UnitedHealthcare"
"16400891","UnitedHealthcare"
"16402365","Cigna"
"16403839","Aetna"
"16405313","Aetna"
"16406787","Medicare"
"16408261","Blue Cross"
"16409735","Cigna"
"16411209","Blue Cross"
"16412683","Cigna"
"16414157","Aetna"
"16415631","Medicare"
"16417105","Aetna"
"16418579","Cigna"
"16420053","UnitedHealthcare"
"16421527","Cigna"
"16423001","UnitedHealthcare"
"16424475","Aetna"
"16425949","Cigna"
"16427423","Blue Cross"
"16428897","UnitedHealthcare"
"16430371","Cigna"
"16431845","Cigna"
"16433319","UnitedHealthcare"
"16434793","Medicare"
"16436267","Cigna"
"16437741","Aetna"
"16439215","Blue Cross"
"16440689","Aetna"
"16442163","Medicare"
"16443637","Blue Cross"
"16445111","Cigna"
"16446585","Cigna"
"16448059","Blue Cross"
"16449533","Medicare"
"16451007","Medicare"
"16452481","Blue Cross"
"16453955","Medicare"
"16455429","UnitedHealthcare"
"16456903","UnitedHealthcare"
"16458377","UnitedHealthcare"
"16459851","Blue Cross"
"16461325","Medicare"
"16462799","UnitedHealthcare"
"16464273","UnitedHealthcare"
"16465747","UnitedHealthcare"
"16467221","Blue Cross"
"16468695","Blue Cross"
"16470169","Cigna"
"16471643","Aetna"
"16473117","Aetna"
"16474591","Aetna"
"16476065","UnitedHealthcare"
"16477539","Aetna"
"16479013","Aetna"
"16480487","Medicare"
"16481961","Aetna"
"16483435","UnitedHealthcare"
"16484909","Cigna"
"16486383","Cigna"
"16487857","Medicare"
"16489331","Cigna"
"16490805","Cigna"
"16492279","Aetna"
"16493753","Blue Cross"
"16495227","Blue Cross"
"16496701","Blue Cross"
"16498175","Aetna"
"16499649","Blue Cross"
"16501123","UnitedHealthcare"
"16502597","Medicare"
"16504071","Aetna"
"16505545","Medicare"
"16507019","UnitedHealthcare"
"16508493","Blue Cross"
"16509967","Cigna"
"16511441","Cigna"
"16512915","UnitedHealthcare"
"16514389","Cigna"
"16515863","Cigna"
"16517337","Medicare"
"16518811","UnitedHealthcare"
"16520285","Blue Cross"
"16521759","Cigna"
"16523233","Blue Cross"
"16524707","Cigna"
"16526181","Medicare"
"16527655","Medicare"
"16529129","Medicare"
"16530603","UnitedHealthcare"
"16532077","Cigna"
"16533551","Blue Cross"
"16535025","Cigna"
"16536499","UnitedHealthcare"
"16537973","UnitedHealthcare"
"16539447","Cigna"
"16540921","Aetna"
"16542395","Blue Cross"
"16543869","Blue Cross"
"16545343","Aetna"
"16546817","Aetna"
"16548291","Blue Cross"
"16549765","Blue Cross"
"16551239","Cigna"
"16552713","Medicare"
"16554187","Cigna"
"16555661","UnitedHealthcare"
"16557135","Aetna"
"16558609","Medicare"
"16560083","UnitedHealthcare"
"16561557","Aetna"
"16563031","Cigna"
"16564505","Blue Cross"
"16565979","UnitedHealthcare"
"16567453","Medicare"
"16568927","Medicare"
"16570401","Medicare"
"16571875","Aetna"
"16573349","Aetna"
"16574823","Cigna"
"16576297","Medicare"
"16577771","Cigna"
"16579245","Medicare"
"16580719","Aetna"
"16582193","UnitedHealthcare"
"16583667","Cigna"
"16585141","Cigna"
"16586615","Aetna"
"16588089","Cigna"
"16589563","Cigna"
"16591037","Cigna"
"16592511","Blue Cross"
"16593985","Blue Cross"
"16595459","Blue Cross"
"16596933","Blue Cross"
"16598407","UnitedHealthcare"
"16599881","Medicare"
"16601355","Cigna"
"16602829","Cigna"
"16604303","Cigna"
"16605777","Cigna"
"16607251","Aetna"
"16608725","Blue Cross"
"16610199","UnitedHealthcare"
"16611673","Cigna"
"16613147","Cigna"
"16614621","Blue Cross"
"16616095","Cigna"
"16617569","Aetna"
"16619043","Blue Cross"
"16620517","Medicare"
"16621991","UnitedHealthcare"
"16623465","Medicare"
"16624939","Blue Cross"
"16626413","Medicare"
"16627887","Medicare"
"16629361","UnitedHealthcare"
"16630835","Cigna"
"16632309","UnitedHealthcare"
"16633783","Medicare"
"16635257","Cigna"
"16636731","Aetna"
"16638205","Blue Cross"
"16639679","Blue Cross"
"16641153","Blue Cross"
"16642627","Blue Cross"
"16644101","Cigna"
"16645575","Aetna"
"16647049","Cigna"
"16648523","Medicare"
"16649997","Medicare"
"16651471","Cigna"
"16652945","Aetna"
"16654419","Blue Cross"
"16655893","Cigna"
"16657367","Cigna"
"16658841","Blue Cross"
"16660315","Medicare"
"16661789","Aetna"
"16663263","Cigna"
"16664737","Cigna"
"16666211","Medicare"
"16667685","Blue Cross"
"16669159","Cigna"
"16670633","Cigna"
"16672107","Cigna"
"16673581","Cigna"
"16675055","Medicare"
"16676529","Blue Cross"
"16678003","Medicare"
"16679477","UnitedHealthcare"
"16680951","Cigna"
"16682425","UnitedHealthcare"
"16683899","Cigna"
"16685373","Blue Cross"
"16686847","Medicare"
"16688321","Medicare"
"16689795","Aetna"
"16691269","Aetna"
"16692743","Cigna"
"16694217","Cigna"
"16695691","Aetna"
"16697165","UnitedHealthcare"
"16698639","Blue Cross"
"16700113","Medicare"
"16701587","Medicare"
"16703061","Medicare"
"16704535","Blue Cross"
"16706009","UnitedHealthcare"
"16707483","Cigna"
"16708957","Cigna"
"16710431","Medicare"
"16711905","Blue Cross"
"16713379","UnitedHealthcare"
"16714853","Blue Cross"
"16716327","Blue Cross"
"16717801","Cigna"
"16719275","Blue Cross"
"16720749","Cigna"
"16722223","UnitedHealthcare"
"16723697","Aetna"
"16725171","Cigna"
"16726645","UnitedHealthcare"
"16728119","Cigna"
"16729593","Cigna"
"16731067","Blue Cross"
"16732541","Cigna"
"16734015","Aetna"
"16735489","Blue Cross"
"16736963","UnitedHealthcare"
"16738437","Medicare"
"16739911","Aetna"
"16741385","Cigna"
"16742859","Aetna"
"16744333","Cigna"
"16745807","Cigna"
"16747281","Medicare"
"16748755","Medicare"
"16750229","UnitedHealthcare"
"16751703","Cigna"
"16753177","Blue Cross"
"16754651","Medicare"
"16756125","Blue Cross"
"16757599","UnitedHealthcare"
"16759073","Cigna"
"16760547","Medicare"
"16762021","Aetna"
"16763495","UnitedHealthcare"
"16764969","UnitedHealthcare"
"16766443","Aetna"
"16767917","Blue Cross"
"16769391","Cigna"
"16770865","UnitedHealthcare"
"16772339","Aetna"
"16773813","Cigna"
"16775287","Cigna"
"16776761","Blue Cross"
"16778235","Aetna"
"16779709","Medicare"
"16781183","Blue Cross"
"16782657","Blue Cross"
"16784131","Aetna"
"16785605","Blue Cross"
"16787079","Aetna"
"16788553","Medicare"
"16790027","Cigna"
"16791501","Cigna"
"16792975","Aetna"
"16794449","Blue Cross"
"16795923","Blue Cross"
"16797397","Medicare"
"16798871","Medicare"
"16800345","Blue Cross"
"16801819","Medicare"
"16803293","Blue Cross"
"16804767","Aetna"
"16806241","UnitedHealthcare"
"16807715","Medicare"
"16809189","Aetna"
"16810663","Aetna"
"16812137","Cigna"
"16813611","Blue Cross"
"16815085","Aetna"
"16816559","Blue Cross"
"16818033","Medicare"
"16819507","Cigna"
"16820981","Medicare"
"16822455","Medicare"
"16823929","Medicare"
"16825403","Cigna"
"16826877","Blue Cross"
"16828351","Medicare"
"16829825","Aetna"
"16831299","Aetna"
"16832773","Medicare"
"16834247","Cigna"
"16835721","UnitedHealthcare"
"16837195","Aetna"
"16838669","Medicare"
"16840143","Aetna"
"16841617","Medicare"
"16843091","Cigna"
"16844565","Medicare"
"16846039","Blue Cross"
"16847513","Blue Cross"
"16848987","Aetna"
"16850461","Medicare"
"16851935","Cigna"
"16853409","Cigna"
"16854883","Medicare"
"16856357","Blue Cross"
"16857831","Cigna"
"16859305","Aetna"
"16860779","UnitedHealthcare"
"16862253","Medicare"
"16863727","Cigna"
"16865201","Medicare"
"16866675","Blue Cross"
"16868149","Cigna"
"16869623","Aetna"
"16871097","UnitedHealthcare"
"16872571","Blue Cross"
"16874045","Blue Cross"
"16875519","Blue Cross"
"16876993","Blue Cross"
"16878467","Aetna"
"16879941","UnitedHealthcare"
"16881415","Aetna"
"16882889","Cigna"
"16884363","Medicare"
"16885837","UnitedHealthcare"
"16887311","Cigna"
"16888785","Aetna"
"16890259","UnitedHealthcare"
"16891733","UnitedHealthcare"
"16893207","Cigna"
"16894681","Cigna"
"16896155","UnitedHealthcare"
"16897629","Blue Cross"
"16899103","Blue Cross"
"16900577","Blue Cross"
"16902051","Cigna"
"16903525","Blue Cross"
"16904999","Medicare"
"16906473","Blue Cross"
"16907947","Blue Cross"
"16909421","Medicare"
"16910895","UnitedHealthcare"
"16912369","UnitedHealthcare"
"16913843","Aetna"
"16915317","Blue Cross"
"16916791","Cigna"
"16918265","Blue Cross"
"16919739","Cigna"
"16921213","Medicare"
"16922687","Medicare"
"16924161","Cigna"
"16925635","Aetna"
"16927109","Blue Cross"
"16928583","Blue Cross"
"16930057","Blue Cross"
"16931531","UnitedHealthcare"
"16933005","Aetna"
"16934479","Blue Cross"
"16935953","Cigna"
"16937427","Medicare"
"16938901","Aetna"
"16940375","UnitedHealthcare"
"16941849","Cigna"
"16943323","Medicare"
"16944797","Cigna"
"16946271","Blue Cross"
"16947745","Blue Cross"
"16949219","Cigna"
"16950693","Medicare"
"16952167","Blue Cross"
"16953641","Blue Cross"
"16955115","Medicare"
"16956589","Blue Cross"
"16958063","Blue Cross"
"16959537","Aetna"
"16961011","UnitedHealthcare"
"16962485","Blue Cross"
"16963959","Blue Cross"
"16965433","Medicare"
"16966907","Medicare"
"16968381","Cigna"
"16969855","Blue Cross"
"16971329","Blue Cross"
"16972803","UnitedHealthcare"
"16974277","Medicare"
"16975751","Aetna"
"16977225","Cigna"
"16978699","Blue Cross"
"16980173","Cigna"
"16981647","UnitedHealthcare"
"16983121","UnitedHealthcare"
"16984595","Blue Cross"
"16986069","UnitedHealthcare"
"16987543","Medicare"
"16989017","Aetna"
"16990491","Cigna"
"16991965","UnitedHealthcare"
"16993439","Cigna"
"16994913","Aetna"
"16996387","Cigna"
"16997861","Aetna"
"16999335","UnitedHealthcare"
"17000809","UnitedHealthcare"
"17002283","UnitedHealthcare"
"17003757","Blue Cross"
"17005231","UnitedHealthcare"
"17006705","Cigna"
"17008179","Medicare"
"17009653","Blue Cross"
"17011127","Aetna"
"17012601","Medicare"
"17014075","Medicare"
"17015549","Cigna"
"17017023","Aetna"
"17018497","Cigna"
"17019971","Blue Cross"
"17021445","Cigna"
"17022919","Aetna"
"17024393","Medicare"
"17025867","Aetna"
"17027341","Blue Cross"
"17028815","Blue Cross"
"17030289","Medicare"
"17031763","Blue Cross"
"17033237","Cigna"
"17034711","Blue Cross"
"17036185","Aetna"
"17037659","UnitedHealthcare"
"17039133","Aetna"
"17040607","UnitedHealthcare"
"17042081","Aetna"
"17043555","UnitedHealthcare"
"17045029","Medicare"
"17046503","Aetna"
"17047977","Cigna"
"17049451","Cigna"
"17050925","UnitedHealthcare"
"17052399","Cigna"
"17053873","Cigna"
"17055347","Cigna"
"17056821","UnitedHealthcare"
"17058295","Cigna"
"17059769","Medicare"
"17061243","Cigna"
"17062717","Blue Cross"
"17064191","Blue Cross"
"17065665","Cigna"
"17067139","UnitedHealthcare"
"17068613","Medicare"
"17070087","Cigna"
"17071561","UnitedHealthcare"
"17073035","UnitedHealthcare"
"17074509","Cigna"
"17075983","Medicare"
"17077457","Cigna"
"17078931","UnitedHealthcare"
"17080405","Cigna"
"17081879","Cigna"
"17083353","Medicare"
"17084827","Blue Cross"
"17086301","Cigna"
"17087775","Aetna"
"17089249","Blue Cross"
"17090723","UnitedHealthcare"
"17092197","UnitedHealthcare"
"17093671","UnitedHealthcare"
"17095145","Aetna"
"17096619","UnitedHealthcare"
"17098093","Medicare"
"17099567","UnitedHealthcare"
"17101041","Aetna"
"17102515","Blue Cross"
"17103989","Medicare"
"17105463","Blue Cross"
"17106937","UnitedHealthcare"
"17108411","Cigna"
"17109885","Blue Cross"
"17111359","Medicare"
"17112833","Blue Cross"
"17114307","Cigna"
"17115781","UnitedHealthcare"
"17117255","Blue Cross"
"17118729","Medicare"
"17120203","Medicare"
"17121677","Cigna"
"17123151","Aetna"
"17124625","Blue Cross"
"17126099","UnitedHealthcare"
"17127573","Aetna"
"17129047","Aetna"
"17130521","Aetna"
"17131995","Cigna"
"17133469","Cigna"
"17134943","Blue Cross"
"17136417","Medicare"
"17137891","UnitedHealthcare"
"17139365","Aetna"
"17140839","Cigna"
"17142313","Aetna"
"17143787","UnitedHealthcare"
"17145261","Blue Cross"
"17146735","Blue Cross"
"17148209","Blue Cross"
"17149683","Medicare"
"17151157","Medicare"
"17152631","UnitedHealthcare"
"17154105","UnitedHealthcare"
"17155579","UnitedHealthcare"
"17157053","Blue Cross"
"17158527","Blue Cross"
"17160001","Cigna"
"17161475","Medicare"
"17162949","UnitedHealthcare"
"17164423","UnitedHealthcare"
"17165897","Aetna"
"17167371","Blue Cross"
"17168845","Blue Cross"
"17170319","Cigna"
"17171793","UnitedHealthcare"
"17173267","Cigna"
"17174741","Aetna"
"17176215","Blue Cross"
"17177689","UnitedHealthcare"
"17179163","Blue Cross"
"17180637","UnitedHealthcare"
"17182111","Aetna"
"17183585","Cigna"
"17185059","UnitedHealthcare"
"17186533","Blue Cross"
"17188007","Blue Cross"
"17189481","UnitedHealthcare"
"17190955","Medicare"
"17192429","Aetna"
"17193903","UnitedHealthcare"
"17195377","Cigna"
"17196851","Medicare"
"17198325","Medicare"
"17199799","UnitedHealthcare"
"17201273","Medicare"
"17202747","UnitedHealthcare"
"17204221","Aetna"
"17205695","Medicare"
"17207169","Cigna"
"17208643","Blue Cross"
"17210117","Cigna"
"17211591","Blue Cross"
"17213065","Cigna"
"17214539","UnitedHealthcare"
"17216013","Medicare"
"17217487","Aetna"
"17218961","Medicare"
"17220435","Blue Cross"
"17221909","Aetna"
"17223383","Medicare"
"17224857","Medicare"
"17226331","Medicare"
